"name","price","speed","modules","price_per_gb","color","first_word_latency","cas_latency"
"G.Skill Ripjaws Z 16 GB",62.21,"3,2133","4,4",3.888,"",9.376,10
"Kingston KTD-PE316LLQ/32G 32 GB",250.93,"3,1600","1,32",7.842,"Silver",13.75,11
"Kingston KVR16LE11L/8 8 GB",59,"3,1600","1,8",7.375,"Green",13.75,11
"Kingston KVR21N15D8/8 8 GB",49.99,"4,2133","1,8",6.249,"Black / Green",14.065,15
"G.Skill Ripjaws V 16 GB",446,"4,3000","4,4",27.875,"Black / Red",10,15
"Patriot Viper 4 16 GB",81.72,"4,2400","2,8",5.107,"Black / Red",12.5,15
"G.Skill Ripjaws V 64 GB",1924.76,"4,3200","4,16",30.074,"Black",9.375,15
"G.Skill Ripjaws V 32 GB",2298.17,"4,3600","4,8",71.818,"Black",9.444,17
"Corsair Dominator Platinum 8 GB",132.97,"4,2800","2,4",16.621,"Black / Silver",10.714,15
"Corsair Vengeance RGB 32 GB",299,"4,3200","2,16",9.344,"White",10,16
"G.Skill Aegis 16 GB",34.99,"4,2400","1,16",2.187,"Black / Red",14.167,17
"G.Skill Trident Z Royal 16 GB",344,"4,4400","2,8",21.5,"Gold",8.182,18
"G.Skill Trident Z Royal 64 GB",339,"4,2666","2,32",5.297,"Silver",13.503,18
"Mushkin Essentials 64 GB",131.06,"4,2666","2,32",2.048,"Green / Black",14.254,19
"Kingston FURY Renegade 16 GB",194.58,"4,4266","2,8",12.161,"Black",8.908,19
"Corsair Dominator Platinum RGB 64 GB",234.99,"4,3200","4,16",3.672,"Black",10,16
"G.Skill Trident Z RGB 64 GB",253.49,"4,2666","2,32",3.961,"",14.254,19
"G.Skill F4-4133C19Q-32GTZSWF 32 GB",670.26,"4,4133","4,8",20.946,"Gray / White",9.194,19
"Silicon Power SP004GBLFU240N02 4 GB",17.64,"4,2400","1,4",4.41,"",14.167,17
"Timetec PINNACLE Konduit RGB 64 GB",151.99,"4,3200","2,32",2.375,"White",10,16
"Timetec PINNACLE Konduit RGB 32 GB",83.55,"4,3200","1,32",2.611,"White",10,16
"V-Color TRA548G56D846Q 192 GB",1399.99,"5,5600","4,48",7.292,"White",16.429,46
"Kingston FURY Renegade Pro 256 GB",1639,"5,6400","8,32",6.402,"Black",10,32
"V-Color TRA516G72S834O 128 GB",1599.99,"5,7200","8,16",12.5,"Black",9.444,34
"Corsair Vengeance Performance 16 GB",37.99,"4,2400","1,16",2.374,"Black / Yellow",13.333,16
"Corsair ValueSelect 16 GB",39.99,"4,2133","2,8",2.499,"Black / Yellow",14.065,15
"Crucial CT32G3ELSDQ4186D 32 GB",58.99,"3,1866","1,32",1.843,"Blue / Silver",11.79,11
"Corsair Vengeance Performance 16 GB",39.99,"4,2666","1,16",2.499,"Black / Yellow",13.503,18
"G.Skill Trident Z Royal 32 GB",1449.32,"4,3600","4,8",45.291,"Gold",8.889,16
"Kingston FURY Impact 16 GB",48.51,"4,2666","2,8",3.032,"Black",11.253,15
"TEAMGROUP T-Create Classic 64 GB",203.99,"5,5600","2,32",3.187,"Black",16.429,46
"G.Skill Ripjaws V 64 GB",172.42,"4,2666","4,16",2.694,"Red",11.253,15
"TEAMGROUP Elite 16 GB",36.99,"4,2666","2,8",2.312,"Black",14.254,19
"TEAMGROUP Elite 8 GB",19.98,"4,2666","1,8",2.498,"Black",14.254,19
"Kingston Server Premier 8 GB",35.1,"4,2666","1,8",4.388,"",14.254,19
"Kingston Server Premier 8 GB",32.99,"4,3200","1,8",4.124,"",13.75,22
"Mushkin Redline 64 GB",214.13,"4,3200","2,32",3.346,"White",8.75,14
"Kingston FURY Renegade 32 GB",183.98,"5,6800","2,16",5.749,"Silver / White",10.588,36
"G.Skill Ripjaws 8 GB",19.98,"4,2666","1,8",2.498,"Green",14.254,19
"Kingston Fury Renegade RGB 8 GB",41,"4,3600","1,8",5.125,"Black",8.889,16
"Corsair Vengeance 32 GB",349.99,"4,3000","2,16",10.937,"Black",10.667,16
"G.Skill Trident Z Royal 32 GB",240.9,"4,4266","2,16",7.528,"Black",7.97,17
"TEAMGROUP T-Force Xtreem ARGB 16 GB",309.77,"4,3200","2,8",19.361,"White",8.75,14
"Mushkin Redline Lumina 16 GB",52.94,"4,3200","2,8",3.309,"White",10,16
"G.Skill F4-3200C16Q2-128GTZKW 128 GB",799,"4,3200","8,16",6.242,"Black / White",10,16
"Crucial CT16G52C42S5 16 GB",57.5,"5,5200","1,16",3.594,"Black",16.154,42
"TEAMGROUP T-Create Classic 64 GB",184.99,"5,5200","2,32",2.89,"Black",16.154,42
"TEAMGROUP T-Create Classic 16 GB",44.99,"5,5200","1,16",2.812,"Black",16.154,42
"Kingston FURY Renegade Pro 128 GB",726.2,"5,6000","4,32",5.673,"Black",10.667,32
"Kingston KVR16LS11/4 4 GB",20.97,"3,1600","1,4",5.242,"Green",13.75,11
"G.Skill Ripjaws 8 GB",21.33,"3,1600","2,4",2.666,"",13.75,11
"Kingston KVR400D2D4R3/4G 4 GB",28.99,"2,400","1,4",7.247,"Green",15,3
"Crucial CT2K16G4SFD8266 32 GB",83.99,"4,2666","2,16",2.625,"Green / Black",14.254,19
"G.Skill Trident Z Royal Elite 16 GB",109.99,"4,3600","2,8",6.874,"Gold",8.889,16
"G.Skill Trident Z5 RGB 32 GB",132.83,"5,5600","2,16",4.151,"Silver / Black",14.286,40
"Kingston Server Premier 32 GB",119.77,"4,3200","1,32",3.743,"",13.75,22
"Kingston FURY Beast 64 GB",179.68,"4,3200","4,16",2.808,"Black",10,16
"G.Skill Trident Z 32 GB",118.99,"5,6000","2,16",3.718,"Black",12,36
"Kingston FURY Renegade Pro 64 GB",378.99,"5,6000","4,16",5.922,"Black",10.667,32
"Corsair CMV8GX3M2A1333C9 8 GB",47.14,"3,1333","2,4",5.893,"Green",13.503,9
"Corsair CMV8GX3M1A1600C11 8 GB",41.19,"3,1600","1,8",5.149,"Green",13.75,11
"Mushkin Essentials 32 GB",363.89,"3,1866","2,16",11.372,"Black / Blue",13.934,13
"Crucial CT2K8G4DFD824A 16 GB",55,"4,2400","2,8",3.438,"Green",14.167,17
"Crucial CT2K8G4DFS832A 16 GB",61.49,"4,3200","2,8",3.843,"Green / Black",13.75,22
"G.Skill Trident Z Royal Elite 32 GB",219.99,"4,3600","4,8",6.875,"Gold",8.889,16
"G.Skill TridentZ RGB 64 GB",670.87,"4,3600","8,8",10.482,"Black",7.778,14
"Kingston Server Premier 16 GB",58.64,"4,2666","1,16",3.665,"",14.254,19
"Kingston Server Premier 64 GB",220.88,"4,2666","1,64",3.451,"",14.254,19
"Mushkin Redline 32 GB",118.98,"4,3600","2,16",3.718,"White",10,18
"Thermaltake TOUGHRAM XG RGB 16 GB",159.99,"4,4400","2,8",9.999,"Black / Silver",8.636,19
"Kingston FURY Renegade 16 GB",139.99,"5,6800","1,16",8.749,"Silver / Black",10.588,36
"TEAMGROUP T-Force DELTAα RGB 32 GB",99.99,"5,5600","2,16",3.125,"Black",14.286,40
"VisionTek 901343 8 GB",64.99,"4,2933","1,8",8.124,"Black",14.32,21
"Kingston FURY Renegade Pro 128 GB",782,"5,5600","8,16",6.109,"Black",12.857,36
"Kingston FURY Renegade Pro 256 GB",1699.66,"5,6400","8,32",6.639,"Black",10,32
"Corsair XMS2 2 GB",44.96,"2,800","2,1",22.48,"Black / White",12.5,5
"Patriot Viper Xtreme Division 4 8 GB",150,"3,1866","4,2",18.75,"Black / Silver",9.646,9
"G.Skill Ares 8 GB",31.34,"3,1600","2,4",3.917,"Black / Orange",11.25,9
"AMD AE34G1609U1 4 GB",40.13,"3,1600","1,4",10.033,"",11.25,9
"Patriot Extreme Performance 32 GB",172.66,"4,2133","4,8",5.396,"Black / White",14.065,15
"Kingston KVR1333D3D4R9SK2/16G 16 GB",74.5,"3,1333","2,8",4.656,"Green",13.503,9
"Kingston KVR16E11/4 4 GB",29.93,"3,1600","1,4",7.482,"Green",13.75,11
"Mushkin Essentials 16 GB",46.99,"4,2133","1,16",2.937,"Black / Green",14.065,15
"Crucial CT4K8G4DFD824A 32 GB",128.88,"4,2400","4,8",4.027,"Green / Black",14.167,17
"Mushkin Silverline 32 GB",99.3,"4,2133","2,16",3.103,"Silver / Green",14.065,15
"G.Skill Trident Z Royal 32 GB",228.81,"4,4000","2,16",7.15,"Silver",9.5,19
"Corsair Dominator Platinum RGB 32 GB",159.99,"4,3200","4,8",5,"Black",10,16
"Thermaltake TOUGHRAM 16 GB",169.99,"4,4000","2,8",10.624,"White / Silver",9.5,19
"G.Skill Trident Z Neo 64 GB",508.78,"4,3600","8,8",7.95,"Black / Silver",7.778,14
"Corsair Dominator Platinum RGB 32 GB",186.59,"4,3200","2,16",5.831,"Black",10,16
"G.Skill Trident Z5 32 GB",112.99,"5,5600","2,16",3.531,"Black",12.857,36
"Kingston Fury Renegade RGB 8 GB",50.12,"4,3200","1,8",6.265,"Black",10,16
"Kingston ValueRAM 32 GB",104.75,"5,4800","1,32",3.273,"",16.667,40
"G.Skill Ripjaws S5 32 GB",106.99,"5,5600","2,16",3.343,"White",10.714,30
"Mushkin Redline Lumina 16 GB",55.71,"4,3600","2,8",3.482,"White",10,18
"Mushkin Redline Lumina 16 GB",70.98,"4,3200","2,8",4.436,"Black",10,16
"Mushkin Redline 64 GB",511.57,"4,2800","2,32",7.993,"Red",12.143,17
"G.Skill F4-3600C17D-32GTZSW 32 GB",160.08,"4,3600","2,16",5.003,"Gray / White",9.444,17
"Thermaltake TOUGHRAM XG RGB 64 GB",230.41,"4,3600","2,32",3.6,"White / Silver",10,18
"VisionTek 901344 16 GB",103.99,"4,2933","1,16",6.499,"Black",14.32,21
"TEAMGROUP T-Create Master 64 GB",450.78,"5,6000","4,16",7.043,"Black",10.667,32
"V-Color TRA516G70S834Q 64 GB",679.99,"5,7000","4,16",10.625,"White",9.714,34
"V-Color TRA548G68D834Q 192 GB",1699.99,"5,6800","4,48",8.854,"White",10,34
"Kingston Fury Renegade RGB 16 GB",159.52,"5,7600","1,16",9.97,"Silver / White",10,38
"Kingston FURY Renegade 16 GB",105.87,"5,6800","1,16",6.617,"Silver / White",10.588,36
"Corsair WS 128 GB",818.99,"5,5600","8,16",6.398,"Black / Green",14.286,40
"G.Skill Zeta R5 Neo 64 GB",499.99,"5,6000","4,16",7.812,"Black",10,30
"Silicon Power SP032GBSFU320F02 32 GB",54.99,"4,3200","1,32",1.718,"",13.75,22
"Patriot Viper Steel 16 GB",31.99,"4,2400","1,16",1.999,"Black",15,18
"Kingston FURY Impact 8 GB",27.55,"4,3200","1,8",3.444,"Black",12.5,20
"Kingston FURY Impact 32 GB",73.48,"4,2666","2,16",2.296,"Black",12.003,16
"Mushkin Redline Lumina 64 GB",214.99,"5,6000","2,32",3.359,"Black",10,30
"Kingston FURY Impact 32 GB",105.98,"5,4800","2,16",3.312,"Black",15.833,38
"G.Skill Ripjaws 32 GB",64.99,"4,2133","2,16",2.031,"Black",14.065,15
"G.Skill Trident Z Neo 16 GB",311.14,"4,4000","2,8",19.446,"Black / White",8,16
"Mushkin Proline 8 GB",29.99,"4,2400","1,8",3.749,"",14.167,17
"G.Skill Trident Z Royal 16 GB",209,"4,3600","2,8",13.062,"Silver",8.889,16
"Corsair Vengeance RGB RT 16 GB",93.99,"4,4000","2,8",5.874,"Black",9,18
"Kingston FURY Impact 32 GB",72.98,"4,3200","1,32",2.281,"Black",12.5,20
"Kingston KTD-PE426E/8G 8 GB",33.4,"4,2666","1,8",4.175,"Green",14.254,19
"Kingston FURY Renegade Pro 256 GB",1337,"5,6000","8,32",5.223,"Black",10.667,32
"Corsair CMV4GX3M1A1600C11 4 GB",24.99,"3,1600","1,4",6.247,"Green",13.75,11
"Corsair Mac Memory 16 GB",79.98,"3,1600","2,8",4.999,"Black / Green",13.75,11
"Corsair ValueSelect 8 GB",19.98,"4,2133","1,8",2.498,"Black / Yellow",14.065,15
"G.Skill Trident Z Royal 32 GB",224.53,"4,4000","2,16",7.017,"Gold",8.5,17
"Crucial CT2KIT51272AF667 8 GB",58.99,"2,667","2,4",7.374,"Green",14.993,5
"Kingston KVR800D2S6/2G 2 GB",11.75,"2,800","1,2",5.875,"Green",15,6
"Corsair CMV8GX3M2A1600C11 8 GB",46.12,"3,1600","2,4",5.765,"Green",13.75,11
"ADATA ADDS1600W4G11-S 4 GB",17.2,"3,1600","1,4",4.3,"Black / Green",13.75,11
"G.Skill Ripjaws V 32 GB",1262.43,"4,3000","2,16",39.451,"Red",10,15
"Kingston ValueRAM 4 GB",29.99,"4,2133","1,4",7.497,"Black / Green",14.065,15
"G.Skill Aegis 32 GB",116.77,"4,2133","4,8",3.649,"Black / Red",14.065,15
"Kingston ValueRAM 8 GB",78,"4,2133","1,8",9.75,"Black / Green",14.065,15
"Kingston KCP316ND8/8 8 GB",18.88,"3,1600","1,8",2.36,"Black / Green",13.75,11
"G.Skill Ripjaws 16 GB",34.99,"4,2666","2,8",2.187,"Green",14.254,19
"Thermaltake TOUGHRAM 16 GB",159.99,"4,4000","2,8",9.999,"Black / Silver",9.5,19
"G.Skill Trident Z Royal 256 GB",659.99,"4,3200","8,32",2.578,"Silver",10,16
"Kingston FURY Beast 4 GB",29.56,"4,2666","1,4",7.39,"Black",12.003,16
"Mushkin Proline 16 GB",69.78,"4,2666","1,16",4.361,"",14.254,19
"Silicon Power SP016GBLFU240B02 16 GB",32.89,"4,2400","1,16",2.056,"",14.167,17
"Crucial CT25664BA1067 2 GB",19.98,"3,1066","1,2",9.99,"Green",13.133,7
"Corsair CMV4GX3M1A1333C9 4 GB",34.98,"3,1333","1,4",8.745,"Black / Silver",13.503,9
"Patriot Gamer 6 GB",76.98,"3,1600","3,2",12.83,"Black / Green",11.25,9
"Mushkin Silverline 8 GB",32.99,"3,1333","2,4",4.124,"Black / Gray",13.503,9
"Kingston KVR1333D3K2/2GR 2 GB",29.67,"3,1333","2,1",14.835,"Green",13.503,9
"Crucial CT51264BD1339 4 GB",26.16,"3,1333","1,4",6.54,"Green",13.503,9
"G.Skill Ripjaws Z 32 GB",177.69,"3,2133","8,4",5.553,"Black / Blue",8.439,9
"G.Skill Value 8 GB",18.23,"3,1333","1,8",2.279,"Black",13.503,9
"Corsair CMV16GX3M2A1600C11 16 GB",132.03,"3,1600","2,8",8.252,"Green",11.25,9
"VisionTek 900667 8 GB",55.93,"3,1600","1,8",6.991,"Black / Silver",13.75,11
"Kingston KVR16LSE11/8 8 GB",49.99,"3,1600","1,8",6.249,"Green",13.75,11
"Kingston KVR16LE11S8/4I 4 GB",28.99,"3,1600","1,4",7.247,"Green",13.75,11
"Mushkin Essentials 8 GB",36.99,"4,2133","2,4",4.624,"Black / Green",14.065,15
"G.Skill Ripjaws 8 GB",24.97,"4,2133","2,4",3.121,"Black / Blue",14.065,15
"G.Skill Trident Z 16 GB",82,"4,3600","2,8",5.125,"Red / Silver",9.444,17
"G.Skill Ripjaws V 32 GB",1425.18,"4,3200","2,16",44.537,"Red",9.375,15
"Crucial CT2KIT25664BA160BJ 4 GB",34.99,"3,1600","2,2",8.748,"Black / Green",13.75,11
"Crucial CT2K51264BF186DJ 8 GB",64.98,"3,1866","2,4",8.123,"Black / Green",13.934,13
"Kingston Predator 16 GB",121.38,"4,3333","2,8",7.586,"Black / Silver",9.601,16
"Kingston ValueRAM 4 GB",55.54,"4,2400","1,4",13.885,"",14.167,17
"G.Skill Sniper X 16 GB",362.25,"4,3200","2,8",22.641,"Black / Camo",10,16
"Crucial CT2K8G3ERSLS4160B 16 GB",237.07,"3,1600","2,8",14.817,"Green / Black",13.75,11
"G.Skill Trident Z Royal 16 GB",169,"4,4266","2,8",10.562,"Gold",8.908,19
"G.Skill Trident Z Royal 16 GB",92.92,"4,3600","2,8",5.808,"Gold",10,18
"Corsair Dominator Platinum RGB 16 GB",79.98,"4,3200","2,8",4.999,"Black",10,16
"G.Skill Trident Z Royal 16 GB",136.79,"4,4000","2,8",8.549,"Gold",8.5,17
"G.Skill Trident Z Neo 16 GB",59.99,"4,3000","2,8",3.749,"Silver / Black",10.667,16
"Thermaltake TOUGHRAM 16 GB",144.98,"4,3200","2,8",9.061,"White / Silver",10,16
"Thermaltake TOUGHRAM RGB 16 GB",165.39,"4,4400","2,8",10.337,"Black / Silver",8.636,19
"G.Skill Trident Z5 32 GB",124.27,"5,5600","2,16",3.883,"Black",14.286,40
"Kingston FURY Renegade 8 GB",49.99,"4,3200","1,8",6.249,"Black",10,16
"Kingston Fury Renegade RGB 32 GB",103.82,"4,3200","1,32",3.244,"Black / Silver",10,16
"Kingston FURY Renegade 32 GB",98.99,"4,2666","1,32",3.093,"Black",11.253,15
"Kingston FURY Renegade 32 GB",99.99,"4,3200","1,32",3.125,"Black",10,16
"Kingston Server Premier 32 GB",119.77,"4,3200","1,32",3.743,"",13.75,22
"Mushkin Redline Lumina 16 GB",89.99,"4,3200","2,8",5.624,"Black",8.75,14
"Mushkin Redline 16 GB",84.99,"4,4133","2,8",5.312,"White",9.194,19
"Mushkin Redline Lumina 16 GB",74.53,"4,4133","2,8",4.658,"Black",9.194,19
"Mushkin Proline 16 GB",55.32,"4,3200","1,16",3.458,"",13.75,22
"Mushkin Proline 32 GB",83.11,"4,2933","1,32",2.597,"",15.002,22
"G.Skill F4-3600C16Q2-64GTZSW 64 GB",352.56,"4,3600","8,8",5.509,"Gray / White",8.889,16
"Silicon Power SP004GBLFU213N02 4 GB",53.52,"4,2133","1,4",13.38,"",14.065,15
"Thermaltake TOUGHRAM XG RGB 16 GB",165.99,"4,3600","2,8",10.374,"Black / Silver",10,18
"Thermaltake TOUGHRAM XG RGB 32 GB",309.99,"4,4000","2,16",9.687,"Black / Silver",9.5,19
"Thermaltake TOUGHRAM XG RGB 16 GB",150.41,"4,4000","2,8",9.401,"Black / Silver",9.5,19
"Crucial CT4G4DFS6266 4 GB",28.99,"4,2666","1,4",7.247,"Green",14.254,19
"Mushkin Redline Lumina 32 GB",114.99,"5,6000","2,16",3.593,"Black",12,36
"TEAMGROUP T-Create Master 64 GB",499.99,"5,6400","4,16",7.812,"Black",10,32
"Kingston FURY Renegade Pro 64 GB",469.99,"5,6800","4,16",7.344,"Black",14.118,48
"Kingston FURY Renegade Pro 256 GB",1200,"5,5600","8,32",4.688,"Black",12.857,36
"V-Color TRA524G64S832O 192 GB",1679.99,"5,6400","8,24",8.75,"Black",10,32
"V-Color TRA532G68D834O 256 GB",2719.99,"5,6800","8,32",10.625,"Black",10,34
"G.Skill Ripjaws 32 GB",99.99,"4,3200","2,16",3.125,"Blue / Black",11.25,18
"Kingston KCP424SD8/16 16 GB",31.03,"4,2400","1,16",1.939,"Green / Black",14.167,17
"Corsair Vengeance Performance 8 GB",34.98,"4,2666","1,8",4.372,"Black / Yellow",13.503,18
"Patriot Viper Steel 16 GB",32.99,"4,2666","1,16",2.062,"Silver / Black",13.503,18
"G.Skill Trident Z Neo 16 GB",179.37,"4,4000","2,8",11.211,"Black / White",8,16
"VisionTek 900848 16 GB",124.4,"3,1600","1,16",7.775,"Green / Black",13.75,11
"G.Skill Ripjaws 16 GB",57.99,"4,3200","2,8",3.624,"Black / Blue",11.25,18
"Kingston FURY Impact 64 GB",158.31,"4,2666","2,32",2.474,"Black",12.003,16
"Mushkin Redline 64 GB",124.05,"4,3200","2,32",1.938,"",13.75,22
"Crucial CT2KIT51264BF160BJ 8 GB",53.99,"3,1600","2,4",6.749,"Black / Green",13.75,11
"G.Skill Trident Z Royal 16 GB",139.99,"4,3600","2,8",8.749,"Gold",7.778,14
"G.Skill Trident Z Royal 32 GB",529.86,"4,4000","4,8",16.558,"Silver",7.5,15
"G.Skill F3-12800CL9D-4GBNQ 4 GB",57,"3,1600","2,2",14.25,"Red / Silver",11.25,9
"Corsair Vengeance 8 GB",39.99,"3,1600","1,8",4.999,"Black / Silver",11.25,9
"G.Skill Trident Z 32 GB",156.87,"4,3600","4,8",4.902,"Red / Silver",9.444,17
"G.Skill FORTIS 32 GB",115,"4,2400","4,8",3.594,"Black / Red",13.333,16
"Crucial CT16G4WFD824A 16 GB",84.99,"4,2400","1,16",5.312,"Green",14.167,17
"Patriot Signature Line 8 GB",17.98,"4,2133","1,8",2.248,"Green",14.065,15
"Thermaltake TOUGHRAM 16 GB",199.99,"4,4400","2,8",12.499,"White / Silver",8.636,19
"Corsair Dominator Platinum RGB 16 GB",79.98,"4,3200","2,8",4.999,"White",10,16
"V-Color TRA532G56S436O 256 GB",1288.99,"5,5600","8,32",5.035,"Black",12.857,36
"Corsair VS1GSDS533D2 1 GB",19.98,"2,533","1,1",19.98,"Green",15.009,4
"Mushkin Essentials 4 GB",27.87,"2,800","2,2",6.968,"Green",12.5,5
"Mushkin 996647 8 GB",21.31,"3,1333","2,4",2.664,"Green",13.503,9
"Kingston KVR13N9S8K2/8 8 GB",44.99,"3,1333","2,4",5.624,"Green",13.503,9
"Mushkin 992082 32 GB",98.94,"3,1333","1,32",3.092,"Silver",13.503,9
"Samsung M393A1G43DB0-CPB0 8 GB",16.48,"4,2133","1,8",2.06,"Black / Green",14.065,15
"Kingston ValueRAM 16 GB",99.5,"4,2400","1,16",6.219,"Green",14.167,17
"Mushkin Essentials 16 GB",36.84,"4,2400","2,8",2.303,"Green / Black",14.167,17
"Kingston KTH-PL426/16G 16 GB",61.8,"4,2666","1,16",3.862,"Green / Black",14.254,19
"G.Skill Ripjaws V 64 GB",289,"4,3600","4,16",4.516,"Red / Black",10.556,19
"Corsair Dominator Platinum RGB 64 GB",254.99,"4,3600","4,16",3.984,"Black",10,18
"Kingston KSM24ED8/16ME 16 GB",109,"4,2400","1,16",6.812,"Green / Black",14.167,17
"Kingston ValueRAM 32 GB",81.48,"4,2666","1,32",2.546,"Green",14.254,19
"Kingston Server Premier 16 GB",52.48,"4,3200","1,16",3.28,"",13.75,22
"Kingston ValueRAM 8 GB",25,"4,3200","1,8",3.125,"",13.75,22
"Kingston ValueRAM 32 GB",76.78,"4,3200","1,32",2.399,"",13.75,22
"Kingston ValueRAM 8 GB",24.25,"4,2666","1,8",3.031,"",14.254,19
"Mushkin Redline Lumina 64 GB",203.56,"4,3200","2,32",3.181,"White",10,16
"Mushkin Redline Lumina 16 GB",61.9,"4,3600","2,8",3.869,"Black",10,18
"G.Skill F4-4000C18Q-32GTZ 32 GB",196.71,"4,4000","4,8",6.147,"Gray / Red",9,18
"Corsair Dominator Platinum RGB 16 GB",79.98,"4,3200","2,8",4.999,"White",10,16
"Thermaltake TOUGHRAM XG RGB 16 GB",230.98,"4,4600","2,8",14.436,"Black / Silver",8.261,19
"V-Color TRA532G60S432Q 128 GB",649.99,"5,6000","4,32",5.078,"White",10.667,32
"Kingston FURY Renegade Pro 32 GB",156.99,"5,5600","1,32",4.906,"Black",12.857,36
"Kingston FURY Renegade Pro 64 GB",339.99,"5,5600","4,16",5.312,"Black",12.857,36
"Kingston ValueRAM 2 GB",45,"2,800","2,1",22.5,"Green",15,6
"OCZ Value 1 GB",34.95,"2,667","1,1",34.95,"Green",14.993,5
"G.Skill ECO 4 GB",29.99,"3,1600","2,2",7.497,"Silver",11.25,9
"G.Skill Ripjaws X 4 GB",49.98,"3,1333","2,2",12.495,"Black / Red",13.503,9
"Kingston KVR1333D3/2GR 2 GB",22.1,"3,1333","1,2",11.05,"Green",13.503,9
"Kingston KHX1600C9S3K2/4GX 4 GB",40.99,"3,1600","2,2",10.248,"Blue / Silver",11.25,9
"Mushkin Essentials 4 GB",24.63,"3,1066","2,2",6.157,"Green",13.133,7
"G.Skill Ripjaws X 16 GB",166.85,"3,1600","4,4",10.428,"Black / Blue",11.25,9
"Crucial CT2KIT102464BF1339 16 GB",69.98,"3,1333","2,8",4.374,"Green",13.503,9
"G.Skill Ripjaws Z 32 GB",119.4,"3,1600","8,4",3.731,"Black / Red",11.25,9
"G.Skill F3-10666CL9D-16GBSQ 16 GB",31.82,"3,1333","2,8",1.989,"Green",13.503,9
"Crucial CT2KIT51264BA160B 8 GB",31.2,"3,1600","2,4",3.9,"Green",13.75,11
"Kingston KVR16S11K2/16 16 GB",87.91,"3,1600","2,8",5.494,"Green",13.75,11
"Transcend TS512MSK64V3N 4 GB",41.94,"3,1333","1,4",10.485,"",13.503,9
"G.Skill Ripjaws 32 GB",95.92,"4,2666","4,8",2.998,"Red",11.253,15
"Kingston KTL-TS421/8G 8 GB",48.99,"4,2133","1,8",6.124,"Green",14.065,15
"Kingston KVR16R11D4K4/32 32 GB",118.99,"3,1600","4,8",3.718,"Green",13.75,11
"Kingston KVR16LR11D4K4/64 64 GB",399,"3,1600","4,16",6.234,"Blue",13.75,11
"Kingston KVR16LR11D4/16HA 16 GB",32.99,"3,1600","1,16",2.062,"Green",13.75,11
"Kingston KVR1333D3E9SK2/16G 16 GB",128.88,"3,1333","2,8",8.055,"Green",13.503,9
"Kingston KVR16E11/8 8 GB",33.29,"3,1600","1,8",4.161,"Green",13.75,11
"Kingston KVR16LE11/8I 8 GB",68.98,"3,1600","1,8",8.623,"Green",13.75,11
"Patriot Viper 4 8 GB",57.31,"4,2800","2,4",7.164,"Black / Red",11.429,16
"G.Skill Trident Z 32 GB",1601.89,"4,3200","4,8",50.059,"Red / Silver",10,16
"Crucial CT102472BD160B 8 GB",34.99,"3,1600","1,8",4.374,"Black / Green",13.75,11
"Kingston KCP421NS8/4 4 GB",32.99,"4,2133","1,4",8.248,"Black / Green",14.065,15
"Patriot Viper 4 8 GB",76.45,"4,3600","2,4",9.556,"Red / Black",9.444,17
"G.Skill Trident Z 64 GB",877.11,"4,3200","8,8",13.705,"Black / Yellow",10,16
"G.Skill Trident Z 16 GB",149.4,"4,3200","2,8",9.338,"Black / White",9.375,15
"Crucial CT16G4VFS4266 16 GB",84.99,"4,2666","1,16",5.312,"Green / Black",14.254,19
"G.Skill Trident Z 16 GB",129,"4,4000","2,8",8.062,"Silver / White",9,18
"Kingston KSM24RS8/8MEI 8 GB",48.22,"4,2400","1,8",6.027,"Green / Black",14.167,17
"G.Skill Trident Z Royal 32 GB",429,"4,4000","2,16",13.406,"Gold",9.5,19
"Thermaltake TOUGHRAM 16 GB",139.99,"4,3600","2,8",8.749,"Black / Silver",10,18
"Thermaltake TOUGHRAM 16 GB",189.99,"4,4400","2,8",11.874,"Black / Silver",8.636,19
"Thermaltake TOUGHRAM RGB 16 GB",199.99,"4,4400","2,8",12.499,"White / Silver",8.636,19
"G.Skill Trident Z Royal 64 GB",489.99,"4,3600","8,8",7.656,"Silver",7.778,14
"PNY Performance 8 GB",22.99,"4,2666","1,8",2.874,"Black",14.254,19
"Patriot Signature Line 64 GB",196.85,"4,3200","2,32",3.076,"Black",13.75,22
"TEAMGROUP T-Force Xtreem ARGB 16 GB",104.92,"4,3200","2,8",6.558,"White",10,16
"G.Skill Trident Z Royal 16 GB",755.35,"4,3600","2,8",47.209,"Gold",7.778,14
"Corsair Dominator Platinum RGB 32 GB",174.99,"4,3600","4,8",5.468,"Black",10,18
"GeIL Orion AMD Edition 16 GB",39.99,"4,3600","2,8",2.499,"Gray",10,18
"Kingston Server Premier 16 GB",139,"4,3200","1,16",8.688,"",13.75,22
"Kingston Server Premier 32 GB",104.21,"4,2666","1,32",3.257,"",14.254,19
"Kingston Server Premier 8 GB",38.69,"4,3200","1,8",4.836,"",13.75,22
"Kingston ValueRAM 64 GB",207.25,"5,4800","2,32",3.238,"",16.667,40
"TEAMGROUP T-Create Expert 16 GB",178.18,"4,3600","2,8",11.136,"Gray",7.778,14
"Mushkin Redline Lumina 64 GB",261.99,"4,3200","2,32",4.094,"Black",8.75,14
"Mushkin Redline 32 GB",152.18,"4,3200","2,16",4.756,"Black",10,16
"Mushkin Redline 16 GB",69.3,"4,2666","2,8",4.331,"Red",12.003,16
